Date,Open,High,Low,Close,Volume,MA50,MA200,MA_Spread,Volatility_20D,ROC_5D,Target
2020-12-21,879.5205688476562,916.8379694209408,841.2283275836958,911.3968279822236,44135540,922.3648850815406,813.6480004050765,108.71688467646413,11.80349748667001,0.10209548907529994,0
2020-12-22,878.1603393554688,888.2265172786522,856.2822534289644,883.7375484737753,28140001,919.7712595944391,815.042581278404,104.72867831603514,11.852348030540593,-2.0455330881213962,1
2020-12-23,881.4024047851562,884.8484691755272,870.8827482738318,875.1223699613015,19501410,917.0452316404304,816.3936390064274,100.65159263400301,12.714879298262609,-2.9175010938604284,1
2020-12-24,904.2100830078124,906.318500123846,882.3319946655577,882.8307490429305,20776988,914.0353538611172,817.9671006813568,96.0682531797604,13.009786161151025,-1.889639578979664,1
2020-12-28,908.35888671875,915.0243362502358,904.7314189530316,909.900545527166,17221499,911.4662143111258,819.7429026345657,91.72331167656012,13.241392255787378,1.3433667333131962,0
2020-12-29,902.3508911132812,912.4397367118077,898.9501027379986,910.943413813905,18611939,909.5980770598125,821.8192832154897,87.77879384432276,13.075630151131728,-0.04974936870501184,0
2020-12-30,904.822021484375,910.1271552061417,895.7760806552021,904.7086818653784,22043630,907.8315084023374,823.915935805598,83.91557259673937,12.472076314415348,2.3730046808377057,0
2020-12-31,900.197021484375,912.2582756026694,897.1590400316046,903.9151605691492,18781189,906.1492753610707,826.203219667692,79.94605569337875,12.256890119303776,3.2901445096325115,0
2021-01-01,901.1947021484376,905.5022677403856,898.7008105101149,901.4213814086116,10015175,904.5169208344101,828.3381248817589,76.17879595265129,12.195998486817611,2.105798012340993,0
2021-01-04,902.7136840820312,906.3637598470406,892.352762889534,904.640757614628,24513534,903.3171437113524,830.5188760077,72.79826770365241,12.119279127408413,-0.5780618484507666,0
2021-01-05,891.4912109375,899.4262438413816,886.9115106039434,892.80613046262,24123091,902.0747409498491,832.6895508876436,69.38519006220554,11.280998964958851,-1.9910439085725908,0
2021-01-06,867.9808349609375,891.4458559107388,863.8546128646693,891.4005200596658,46401468,900.8409575413572,835.0885056588237,65.75245188253348,11.171026454105172,-1.4709886256726339,0
2021-01-07,866.5751342773438,881.9237776804218,863.854563591743,870.8146957594764,32325918,899.8035049594357,837.3411378851699,62.462367074265785,12.8023157845642,-3.661899507120899,1
2021-01-08,876.800048828125,878.9311936650147,867.0059456976594,869.6811807226603,27540187,898.680810366303,839.6402194794595,59.040590886843574,13.715473420346575,-3.521128003015893,1
2021-01-11,860.2724609375,879.1125050229124,858.1186482532938,879.1125050229124,33307825,898.1530145377629,841.9555902125317,56.19742432523128,13.730398180450473,-2.821921561331035,1
2021-01-12,887.3876953125,888.7252828199374,861.4740587259083,862.87970997784,41161546,896.9695600091906,844.1141942441651,52.855365765025454,15.010741447307996,-3.351950604245203,1
2021-01-13,879.112548828125,895.5040980209848,869.8852636562669,890.3349713085404,26619458,896.3941572302091,846.1148213065723,50.279335923636836,14.85485740194752,-0.11953647402562939,1
2021-01-14,888.997314453125,891.8539526683576,879.225879879633,881.9237826562116,21553242,896.8929318952713,848.0751820898934,48.81774980537796,14.860182791407269,1.2757119225056819,1
2021-01-15,878.5004272460938,894.9826476255291,870.6107298685408,888.9973558240713,20593268,898.0138137380459,850.192590569026,47.821223169019845,14.72815335311061,2.2210639403925274,1
2021-01-18,899.5850219726562,905.5023104311074,872.1071166758358,883.7829581350744,35100458,897.9607636616004,852.2093311130008,45.75143254859961,14.70592733236535,0.5312691021316203,1
2021-01-19,914.298828125,920.9188817318542,904.4366615381476,904.4366615381476,32006615,898.00293261657,854.2213043389827,43.78162827758729,14.248613785584718,4.81607703597236,0
2021-01-20,931.6652221679688,933.1615451092316,907.4973158868204,916.5659852036084,30924537,897.6338397595111,856.266635477111,41.36720428240017,15.37561451277812,2.9461960655679813,0
2021-01-21,951.93359375,961.2742782497206,940.8699070414724,944.0438963533106,39087742,897.6791829297866,858.5217153226253,39.15746760716138,18.880457759657457,7.043705467382143,0
2021-01-22,929.352783203125,959.165903980986,922.8006730227185,957.1934345680818,30532660,897.8786931795726,860.668299412448,37.210393767124515,23.229446731745007,7.671122787625725,0
2021-01-25,880.1100463867188,922.7099125187834,876.0291603627637,922.7099125187834,54207104,898.3679441755681,862.5664157328341,35.801528442734025,23.732185383020607,4.404583051233667,0
2021-01-27,859.2522583007812,872.8552326609131,856.0782689298538,872.8552326609131,42370131,897.8510331961062,864.2377379612533,33.6132952348529,24.25554114243064,-3.4918342234739774,1
2021-01-28,850.8864135742188,872.084340959147,847.9164357485394,852.5187439949068,34067814,896.629034632994,865.8228118021348,30.80622283085927,26.140624691715352,-6.987739261835468,1
2021-01-29,835.19775390625,867.4593698333902,829.7792200753853,858.9348503983574,43712383,894.899648100985,867.5455411086975,27.354106992287484,27.21023367417742,-9.015369548356357,1
2021-02-01,859.3883056640625,863.7865428347654,837.9409701152957,843.110096652801,34180952,893.6858133850395,869.0411846013981,24.64462878364145,29.23599629288927,-11.918524907847816,1
2021-02-02,873.218017578125,879.6567282728388,841.092407917175,867.9808869129354,41470034,893.0242596745152,870.63881429054,22.38544538397514,29.38147620795554,-5.931336042164166,1
2021-02-03,875.4171142578125,885.0978176672972,861.5193971120666,874.3515418529886,30301696,892.6007555206722,872.3040856887425,20.296669831929762,29.499058960436304,0.17142696017459597,1
2021-02-04,872.5377807617188,879.656648554206,863.7865225405493,872.4017132446297,25626981,892.3559011773722,873.7135637331157,18.64233744425644,29.64463960604125,2.3322618288192976,1
2021-02-05,872.288330078125,881.7650813571979,870.5879959278572,875.1449682096818,20248046,892.0480209898991,875.0308471785178,17.017173811381326,29.545606569613362,1.8872348471838627,1
2021-02-08,884.8485107421875,892.8062122999959,874.6916604980441,876.5053344964492,21183400,891.6222508536397,876.3934046325121,15.228846221127583,29.386839417298905,3.960958121155163,1
2021-02-09,886.9795532226562,902.1468540671392,885.2338830875444,889.6095123241837,19604141,891.7029609923328,877.6339303147479,14.06903067758492,29.345626307672145,2.491831990468452,1
2021-02-10,895.2093505859375,899.9477267102546,873.8980819416108,885.8913937556059,21234156,891.8231234602591,878.8200770540101,13.003046406249041,28.803938331033848,1.319818328239148,1
2021-02-11,932.11865234375,935.9728593397924,894.2798277886045,897.7938959649373,42539278,892.1826958886681,880.0771440764643,12.105551812203885,28.884419498883837,2.910606700423497,1
2021-02-12,925.7252807617188,942.2301692248576,913.8453687465834,932.027983547643,30497029,893.0623537786983,881.4851387910431,11.577214987655111,30.430312391176752,6.49983915857152,1
2021-02-15,921.6443481445312,934.6578356915304,918.1982839074868,928.6498762091928,15791099,893.7520223992577,882.9074454053351,10.844576993922601,31.57399507982946,5.949141398289441,1
2021-02-16,933.8416748046876,942.864948032298,922.7325927047402,924.8864053509031,21421660,894.3936278923048,884.2802913105031,10.113336581801718,32.2841741987326,3.965435681387381,1
2021-02-17,944.6107788085938,950.3693317941866,929.8062237379862,934.0684536675998,23742994,895.4764219747619,885.6760091081384,9.80041286662356,33.40623690004822,5.438258036095635,0
2021-02-18,937.559814453125,956.014443525895,933.6602717704308,945.4041756996926,18646877,896.5995707142753,887.1485361119908,9.451034602284494,34.91259511459383,5.303030010421756,0
2021-02-19,943.2730102539062,954.4500958860806,931.0303522839878,932.7080785090463,23403483,897.0262489893198,888.3562741571055,8.66997483221428,34.207294478554324,0.072969371457569,1
2021-02-22,910.5352783203124,947.6260001116776,904.5727145749872,943.1370313830364,23804335,897.5558573707682,889.5378701061178,8.017987264650401,33.034917531537324,1.5600233785612565,1
2021-02-23,917.4954223632812,930.848988222682,913.029121794404,928.6271719000512,25644108,897.8732589577791,890.6809152506346,7.19234370714446,33.30706134198063,0.40445686383818863,1
2021-02-24,934.5218505859376,936.4489240552962,918.7197282010852,920.4654582700598,10807663,898.0732224840234,891.8353254854902,6.237896998533188,33.20456542096011,-1.4563167553864083,1
2021-02-25,972.3153686523438,975.7841010050624,939.9630213818828,941.3233367992898,34855693,898.8558454559715,893.2249875669254,5.630857889046069,32.56355004933015,-0.43165018785564085,1
2021-02-26,945.7669067382812,967.576928004242,938.9200542247918,959.9139702500598,37481215,900.0256979081934,894.7640518963194,5.26164601187395,33.089541864196306,2.916871030483909,1
2021-03-01,952.9765625,957.6469350488828,935.2020292571182,956.8307097723348,17680764,901.1656245926689,896.2289926196775,4.936631972991449,30.92549121546412,1.4519288219674378,1
2021-03-02,954.9261474609376,965.8084897149364,947.263190026968,962.1810822756376,17150760,902.4524608094603,897.7500386660791,4.7024221433811135,30.658190096525843,3.6132811305674153,1
2021-03-03,998.5009765625,1006.572077071357,955.4703590572256,961.750393670414,31924461,903.4595321232239,899.3750560084657,4.084476114758218,30.169653874005732,4.485223756027296,1
2021-03-04,986.5983276367188,992.9917014235936,978.3685522339484,988.4800650989264,21435754,905.554382455727,901.0772724928719,4.477109962855138,30.98344158805591,5.009620653831874,1
2021-03-05,987.890625,1002.9672532884404,976.260120871694,977.5977682721734,25511666,907.6038904219444,902.68714324985,4.916747172094347,30.01818037618712,1.8422273839297203,0
2021-03-08,993.5133056640624,1012.0132716669716,983.039044773577,983.2657240329896,19506841,909.6125899217457,904.3335959355358,5.278993986209912,28.64344195863779,2.7627681668938804,0
2021-03-09,993.4905395507812,1003.8061245628406,973.3355758572836,997.5487577867862,15154484,911.365554166938,906.0901878277502,5.275366339187713,28.870632709631412,3.6757816343157708,0
2021-03-10,989.3643188476562,1004.3956118787132,984.0591848216624,1000.7228083320848,11519358,913.1611420573016,907.8084586245266,5.352683432775052,27.871268618426218,4.052237973403562,0
2021-03-12,969.2546997070312,1000.4507422731192,963.0426687169552,995.2816157511662,16864952,914.9726007350175,909.4701701362061,5.502430598811429,26.596037487125066,0.6880817218665033,0
2021-03-15,956.2412109375,974.3784296324052,943.3637304935054,970.3656071763525,16698099,916.3016096671614,910.9802055786611,5.321404088500344,26.175041644219778,-0.7397890349732735,0
2021-03-16,952.4777221679688,963.9948870594852,950.165234013291,958.553685547253,13873801,917.4442557499342,912.3273150290265,5.116940720907678,25.269075554658333,-2.5132614594127207,0
2021-03-17,931.9598999023438,953.5659093364974,922.7778916021028,951.3214250817776,19210236,918.3778690992773,913.5953618880923,4.78250721118502,24.043877323109978,-4.634092553788637,0
2021-03-18,910.9887084960938,945.313461898209,907.315905191204,939.9175965589106,20647480,919.3200984212032,914.8086475337338,4.511450887469323,23.739391584820762,-6.076129300432239,0
2021-03-19,944.0438232421876,950.3238575711216,899.0634664039354,902.7816055754888,41787429,919.5477201315196,915.7210967109901,3.8266234205294722,26.894835761074145,-9.293852987113112,1
2021-03-22,935.1565551757812,940.416353017528,921.9163888767762,939.0560976937982,18572478,920.9125481702062,916.7620817515127,4.150466418693441,26.608643238632773,-3.226568341973827,0
2021-03-23,946.5377807617188,956.603958736694,932.2547090305418,934.9526119187764,17421165,922.2179767941284,917.9137373058518,4.3042394882766075,26.925778300260287,-2.462154596484856,0
2021-03-24,928.309814453125,943.0236364808284,925.1811610696236,943.0236364808284,16822814,923.4961994232866,919.1445854805239,4.351613942762697,26.26822435766686,-0.872238171261199,0
2021-03-25,902.9856567382812,931.3477881428614,900.0610147041692,931.3477881428614,22001648,924.8655609865871,920.265346698588,4.6002142879990515,25.524375015828948,-0.9117616743663234,0
2021-03-26,904.4366455078124,913.0745041101142,894.937285828174,912.303674731854,20180202,925.3049350550533,921.4399135711169,3.8650214839364025,27.3874876597439,1.0547478036280158,0
2021-03-30,920.1480102539062,929.0352757477536,903.0309690022071,910.4899154033928,20441701,925.876257709997,922.4586430149952,3.4176146950018165,29.39601813081487,-3.042010201580099,0
2021-03-31,908.2681274414062,929.4887232737644,906.40905776399,915.0243084377212,16250796,926.3967967622699,923.3239236532787,3.072873108991189,30.77935751482893,-2.131477384736849,0
2021-04-01,916.7699584960938,920.465429845356,908.290775524704,915.0242884490824,11723312,927.0216233685501,924.2676680315292,2.753955337020898,31.889590527686224,-2.969103524937489,0
2021-04-05,903.5071411132812,918.198295125252,889.677488179083,918.1756272004716,14875099,927.2964026817966,925.229991882135,2.0664107996616394,32.62812058922548,-1.4143117222252244,0
2021-04-06,899.74365234375,909.107004338236,892.8061280725167,908.6762538058488,14009194,927.1386080538413,926.0025668749047,1.1360411789365799,32.458849678742055,-0.3976111273553098,0
2021-04-07,908.15478515625,928.128465159544,903.8245518752842,906.8625335398098,24266353,926.3949807975713,926.5325996999879,-0.13761890241664787,32.60453195217675,-0.3983989061510878,0
2021-04-08,909.2883911132812,916.8380096725808,903.6885139889864,911.85028647344,15369188,925.4881178356786,927.1404073581186,-1.6522895224400145,31.71527085579203,-0.34687843098949267,0
2021-04-09,898.7234497070312,909.7418004729616,897.7938848658578,906.1597285641936,14037885,925.1571141565868,927.7515998476975,-2.5944856911107763,29.192137583624206,-0.9687786430143533,0
2021-04-12,866.5751342773438,889.3600561933767,861.632747207554,888.2718159255257,20901482,925.4654458218789,928.2934484186995,-2.8280025968206246,26.264969643110668,-3.256872692877169,0
2021-04-13,875.9385375976562,879.9287521472845,869.6131669055775,872.4017415275625,19411189,925.8631057725321,928.7518821155044,-2.888776342972278,23.962274423494353,-3.9920171927412103,0
2021-04-15,881.6063842773438,889.1786704861084,867.4139846330557,873.4446120904353,19723716,926.1533010063737,929.2172238567462,-3.063922850372478,23.424000824891245,-3.6850040897524297,0
2021-04-16,876.0745239257812,884.1456245317884,873.5126286216039,878.1149969863354,15656948,926.8533990130444,929.6857086371326,-2.832309624088225,22.808015745799057,-3.6996522332163737,0
2021-04-19,862.290283203125,868.9557331768007,856.9851487238521,863.333187750963,18478808,926.7604450298048,930.1186701817383,-3.358225151933425,23.49472048080719,-4.726158034090646,1
2021-04-20,862.0408325195312,870.1345408290238,857.1891171314771,866.2803940149797,17203668,926.5990220730448,930.4984185301167,-3.89939645707193,24.084577819935856,-2.475753650658418,1
2021-04-22,864.4213256835938,868.0714611843059,850.9544197704057,858.0052836359382,14490954,926.3110934808709,930.7533604788149,-4.442266997943989,26.27160688624079,-1.6502096690472372,1
2021-04-23,863.4918212890625,870.0892067348701,859.4109352555885,864.2399827290652,11828857,926.0929937712586,930.9823436603396,-4.889349889080904,26.139601670895072,-1.0538309165752822,1
2021-04-26,878.6817016601562,889.6321078230069,866.7337869207527,870.5879935892407,20846778,925.9746469531144,931.1183728492973,-5.1437258961829,25.41945364952295,-0.8571774110369594,1
2021-04-27,901.7161254882812,905.5929405224553,878.8631979839778,879.6566953316482,19992524,925.7755906132638,931.3812497325333,-5.60565911926949,23.04628768225454,1.8907540926590467,1
2021-04-28,905.6382446289062,910.4899602170952,897.861946907099,905.8876517747104,17122437,926.1755157736459,931.809402293275,-5.633886519629073,21.435095566824447,4.572105987088267,0
2021-04-29,917.7675170898438,927.0401972486708,910.1725631547909,917.2460348994038,17412606,926.564558552335,932.2501370786293,-5.685578526294307,21.71734898401789,6.904473945943915,0
2021-04-30,904.36865234375,923.1860285256436,901.2173310194296,910.7166908105166,19828769,926.1383326975927,932.4885285791944,-6.350195881601735,21.727849562588457,5.377754907229469,0
2021-05-03,888.29443359375,897.3403740884293,881.0622267762088,891.445754629743,23640186,925.3942502660036,932.5610769727133,-7.166826706709685,21.01203648803989,2.395824568463249,0
2021-05-04,869.0463256835938,892.2620588404909,866.5071582786076,884.190958253908,21849830,924.5803413240637,932.5883964469266,-8.008055122862856,20.220208191086403,0.5154582402797839,0
2021-05-05,870.6334228515625,878.976538945821,865.1695531457119,872.1070779189138,12393609,923.3411138090898,932.7614940609456,-9.420380251855704,19.297953137199702,-3.7290025743940394,1
2021-05-06,875.5757446289062,877.3894784194164,864.5119984908221,871.4268548191382,14624666,921.8615673914788,932.9357250541282,-11.074157662649327,18.83433079697212,-4.995298789739732,1
2021-05-07,875.9158935546875,886.7529013481309,873.308662266205,878.6364644741296,12288548,920.7801351107805,932.9809552274758,-12.20082011669524,18.12335814558925,-3.5225253539425467,0
2021-05-10,873.3992919921875,882.7399763357812,871.0188000480982,879.2032403073009,13941237,919.5014592892659,932.9809552076063,-13.479495918340376,16.83124213268901,-1.37333250608467,1
2021-05-11,876.5507202148438,878.999216065306,866.0537312569095,868.3209436649042,13478264,918.2953347245628,932.8267890162665,-14.531454291703653,16.02901231879397,-1.7948627998123505,1
2021-05-12,867.4819946289062,876.4372641804301,864.6934200952072,875.1676804843173,13177961,917.3893791688481,932.6593599724162,-15.269980803568046,15.92664818919588,0.35094343835701663,1
2021-05-14,878.4324951171875,880.5635801213631,864.2400938565802,874.2382089545389,13291616,916.0476766119531,932.3647435037966,-16.317066891843524,15.891734466956128,0.3226150444932319,1
2021-05-17,888.884033203125,890.2896245106193,875.3037267948372,878.4324402760395,11873078,914.4180460124726,931.8172254162091,-17.399179403736525,15.837149060074756,-0.023220547557426956,1
2021-05-18,901.3986206054688,908.0414016691676,894.3930927948095,898.2472994692848,12064918,913.2463778064116,931.4200194695868,-18.173641663175204,16.384086478238384,2.1660588006167485,1
2021-05-19,905.52490234375,914.3214965481936,894.1664727852633,897.7938805270868,16317002,911.9586337714405,930.9713490722444,-19.012715300803848,16.31013516592578,3.394244613954231,0
2021-05-20,900.2424926757812,911.8049942540358,898.247415294268,905.9103738478552,11422532,910.8418333749895,930.7421399158085,-19.900306540818974,16.691006909950097,3.512777499567274,0
2021-05-21,908.018798828125,911.2154560407944,900.5145161905418,903.235087003718,10785605,909.1369338130853,930.4644130888555,-21.3274792757702,16.023947007787676,3.3168166012619342,0
2021-05-24,900.3557739257812,911.3061808075764,898.7007755187158,910.4899555985552,8551760,907.794777559613,930.3662451510577,-22.57146759144473,16.00481825891031,3.6494002102702248,1
2021-05-25,890.1536254882812,905.50227013301,888.7253062731775,905.230195052024,14780102,906.2340669799937,930.3113800666807,-24.077313086687013,15.821032012395495,0.7773912136295755,1
2021-05-26,893.2822875976562,897.5672452840586,891.1285347593667,895.5267721091835,7480204,904.1936272664416,929.8715520567011,-25.677924790259567,15.652020657528977,-0.25251992323363515,1
2021-05-27,896.0255126953125,903.688470513556,889.7454781714291,893.395613685115,26819294,902.0470833735021,929.448274170242,-27.40119079673991,15.278705008139097,-1.381456767029146,1
2021-05-28,949.8477783203124,954.4727544116488,902.3281938924274,902.3281938924274,56469931,900.1880149363274,929.1313256464939,-28.943310710166543,14.235243120068219,-0.10040499138480605,1
2021-05-31,979.5475463867188,993.7852821100848,945.4268620793822,953.1124880356036,59124142,899.8429525535124,929.0018709012551,-29.158918347742656,19.643009448117766,4.681274315544584,1
2021-06-01,983.4470825195312,998.4556475299046,973.2901730558312,982.1321030027278,28013832,900.3145209026219,929.0726059375745,-28.758085034952614,28.15142181778686,8.495287538026087,1
2021-06-02,998.1156005859376,1001.856407995626,978.051248127406,978.051248127406,24630162,900.8491173635346,929.1542237230926,-28.305106359558067,33.34379078203581,9.215188042213102,1
2021-06-03,1001.9243774414062,1020.220331233519,995.7804103170116,1007.0707759680464,23974257,902.1921809517172,929.3650691071108,-27.172888155393593,40.12448135257907,12.723944525991056,0
2021-06-04,993.2412109375,1005.007723278059,990.4072405064372,1004.2595618006808,14468646,904.2217400762211,929.5742144199148,-25.352474343693757,44.52250824323996,11.296484870825758,0
2021-06-07,1009.9727172851562,1016.5928305525484,990.747259262441,998.4556127916534,16336573,905.4097303781781,929.7941284269605,-24.384398048782373,47.40528797146646,4.757373901322333,1
2021-06-08,1004.1688842773438,1009.8594330639162,996.7099374722952,1009.6100858849402,9674735,906.9028798575014,930.1151579312311,-23.21227807372975,50.301724755131666,2.797788891962942,1
2021-06-09,986.2130126953124,1007.0708023507112,978.4819907883092,1006.1639653966724,11409161,908.1656864358182,930.2919962090984,-22.12630977328024,51.26544534374869,2.8743603490197014,1
2021-06-10,989.8403930664062,1011.151659285564,987.3691696343178,994.5560407600096,14155653,909.4298514881613,930.4584049173004,-21.02855342913915,51.01165827372852,-1.2426867611173589,1
2021-06-11,1007.0098266601562,1013.7668141971928,991.9716855769274,993.2457554895082,13762778,911.0486931033142,930.6227964957211,-19.57410339240687,49.8761098379008,-1.0967091307972612,1
2021-06-14,1021.4564208984376,1027.530819009634,998.7740423359074,1007.851579256908,20332436,912.9959263803846,930.9205236162055,-17.924597235820897,49.055983407340484,0.9410499920956746,0
